depth,Jsw,Heat
14.75,645.482570537991,0.08329537052983983
15.25,645.482570537991,0.0617067281869403
15.75,645.482570537991,0.04571346857953957
16.25,645.482570537991,0.033865370454284095
16.75,645.482570537991,0.02508808348266999
17.25,645.482570537991,0.018585709365945963
17.75,645.482570537991,0.013768632142587618
18.25,645.482570537991,0.010200053565092878
18.75,645.482570537991,0.007556385532950314
19.25,645.482570537991,0.005597908085305333
19.75,645.482570537991,0.004147032307295695
20.25,645.482570537991,0.003072197095000394
20.75,645.482570537991,0.0022759395855017368
21.25,645.482570537991,0.001686057514110482
21.75,645.482570537991,0.001249062127570369
22.25,645.482570537991,0.000925327982867601
22.75,645.482570537991,0.0006854998298149788
23.25,645.482570537991,0.0005078307642011536
23.75,645.482570537991,0.00037621028314293534
24.25,645.482570537991,0.0002787034325601149
24.75,645.482570537991,0.00020646858100707135
0.25,752.5292882113989,582.93716477132
0.75,752.5292882113989,431.8504731751347
1.25,752.5292882113989,319.9226991381612
1.75,752.5292882113989,237.00456473122512
2.25,752.5292882113989,175.57729993763127
2.75,752.5292882113989,130.07086293189627
3.25,752.5292882113989,96.35886523974301
3.75,752.5292882113989,71.38440309381585
4.25,752.5292882113989,52.88286648438718
4.75,752.5292882113989,39.17659105351255
5.25,752.5292882113989,29.022732476638478
5.75,752.5292882113989,21.50056903266483
6.25,752.5292882113989,15.9280132944232
6.75,752.5292882113989,11.799762467769344
7.25,752.5292882113989,8.741479035839804
7.75,752.5292882113989,6.475846945457383
8.25,752.5292882113989,4.797425411540872
8.75,752.5292882113989,3.554020157230968
9.25,752.5292882113989,2.6328828891468055
9.75,752.5292882113989,1.9504876172010774
10.25,752.5292882113989,1.4449567660366258
10.75,752.5292882113989,1.0704503003772619
11.25,752.5292882113989,0.7930090868536936
11.75,752.5292882113989,0.5874755807073873
12.25,752.5292882113989,0.43521261439360565
12.75,752.5292882113989,0.3224134346133096
13.25,752.5292882113989,0.23884974695411346
13.75,752.5292882113989,0.17694424454882476
14.25,752.5292882113989,0.13108352040653126
14.75,752.5292882113989,0.09710906034826206
15.25,752.5292882113989,0.07194016129927301
15.75,752.5292882113989,0.05329458228928327
16.25,752.5292882113989,0.0394815976235222
16.75,752.5292882113989,0.02924868690112929
17.25,752.5292882113989,0.021667960187371247
17.75,752.5292882113989,0.01605201971181066
18.25,752.5292882113989,0.011891628681251447
18.75,752.5292882113989,0.008809535200652375
19.25,752.5292882113989,0.00652626419238026
19.75,752.5292882113989,0.004834775426697949
20.25,752.5292882113989,0.003581689729002065
20.75,752.5292882113989,0.002653381012073297
21.25,752.5292882113989,0.0019656730001547944
21.75,752.5292882113989,0.0014562063744167706
22.25,752.5292882113989,0.0010787842152408065
22.75,752.5292882113989,0.0007991830028342171
23.25,752.5292882113989,0.0005920493301587176
23.75,752.5292882113989,0.0004386009313239838
24.25,752.5292882113989,0.00032492356153277836
24.75,752.5292882113989,0.00024070929471227938
0.25,826.3374714830185,640.111727631913
0.75,826.3374714830185,474.2064311017742
1.25,826.3374714830185,351.30076452464397
1.75,826.3374714830185,260.2500072992739
2.25,826.3374714830185,192.79794733985224
2.75,826.3374714830185,142.82823229939686
3.25,826.3374714830185,105.80975691515424
3.75,826.3374714830185,78.38579584864965
4.25,826.3374714830185,58.06962580731703
4.75,826.3374714830185,43.019036866229754
5.25,826.3374714830185,31.869286346681555
5.75,826.3374714830185,23.609348005744803
6.25,826.3374714830185,17.490235181071323
6.75,826.3374714830185,12.957084906146044
7.25,826.3374714830185,9.598844585393056
7.75,826.3374714830185,7.110998966351227
8.25,826.3374714830185,5.267957601521847
8.75,826.3374714830185,3.902598976986146
9.25,826.3374714830185,2.89111643016517
9.75,826.3374714830185,2.1417917295786415
10.25,826.3374714830185,1.5866783381772682
10.75,826.3374714830185,1.1754402232827081
11.25,826.3374714830185,0.8707875347300171
11.75,826.3374714830185,0.645095272070511
12.25,826.3374714830185,0.4778983316254647
12.75,826.3374714830185,0.35403579170153837
13.25,826.3374714830185,0.262276165265977
13.75,826.3374714830185,0.19429896207956512
14.25,826.3374714830185,0.14394021136808816
14.75,826.3374714830185,0.10663353127025736
15.25,826.3374714830185,0.07899606290064033
15.75,826.3374714830185,0.05852172275891349
16.25,826.3374714830185,0.04335395852548706
16.75,826.3374714830185,0.03211740241436035
17.25,826.3374714830185,0.023793156909525125
17.75,826.3374714830185,0.01762640416611531
18.25,826.3374714830185,0.013057961371358378
18.75,826.3374714830185,0.009673575708860313
19.25,826.3374714830185,0.007166361144267792
19.75,826.3374714830185,0.005308970911659061
20.25,826.3374714830185,0.003932982384426261
20.75,826.3374714830185,0.0029136250120032053
21.25,826.3374714830185,0.0021584664971259623
21.75,826.3374714830185,0.0015990313098019574
22.25,826.3374714830185,0.0011845915297418418
22.75,826.3374714830185,0.000877566989297985
23.25,826.3374714830185,0.0006501176155407461
23.75,826.3374714830185,0.0004816189751787363
24.25,826.3374714830185,0.0003567921122384642
24.75,826.3374714830185,0.00026431809774177066
0.25,835.9153742133244,647.5311271815709
0.75,835.9153742133244,479.7028574746785
1.25,835.9153742133244,355.372617330327
1.75,835.9153742133244,263.2665100496579
2.25,835.9153742133244,195.03262754007318
2.75,835.9153742133244,144.48372410911722
3.25,835.9153742133244,107.03617541198443
3.75,835.9153742133244,79.29434901728254
4.25,835.9153742133244,58.742698549098385
4.75,835.9153742133244,43.51766141718558
5.25,835.9153742133244,32.23867649930887
5.75,835.9153742133244,23.882998961351518
6.25,835.9153742133244,17.692960795091743
6.75,835.9153742133244,13.10726773481126
7.25,835.9153742133244,9.71010276130177
7.75,835.9153742133244,7.193421050264214
8.25,835.9153742133244,5.329017383071145
8.75,835.9153742133244,3.9478331757087113
9.25,835.9153742133244,2.9246267487767836
9.75,835.9153742133244,2.166616784186975
10.25,835.9153742133244,1.6050691909605401
10.75,835.9153742133244,1.189064502118431
11.25,835.9153742133244,0.880880648735169
11.75,835.9153742133244,0.6525724348289453
12.25,835.9153742133244,0.48343755003591565
12.75,835.9153742133244,0.35813934562833605
13.25,835.9153742133244,0.2653161527844987
13.75,835.9153742133244,0.19655104022393102
14.25,835.9153742133244,0.14560859189183348
14.75,835.9153742133244,0.1078694979612784
15.25,835.9153742133244,0.0799116895455044
15.75,835.9153742133244,0.05920003566077047
16.25,835.9153742133244,0.0438564650825062
16.75,835.9153742133244,0.03248966842781217
17.25,835.9153742133244,0.024068938355230773
17.75,835.9153742133244,0.017830708086020004
18.25,835.9153742133244,0.013209313437780472
18.75,835.9153742133244,0.009785700077403628
19.25,835.9153742133244,0.0072494249194671135
19.75,835.9153742133244,0.005370506069805329
20.25,835.9153742133244,0.003978568750793546
20.75,835.9153742133244,0.002947396222822763
21.25,835.9153742133244,0.002183484825435574
21.75,835.9153742133244,0.0016175653432647151
22.25,835.9153742133244,0.0011983218794337776
22.75,835.9153742133244,0.0008877386825261025
23.25,835.9153742133244,0.0006576529912193204
23.75,835.9153742133244,0.000487201318781106
24.25,835.9153742133244,0.00036092761409320574
24.75,835.9153742133244,0.0002673817528674262
0.25,802.7332195875384,621.8269965363256
0.75,802.7332195875384,460.6607691458975
1.25,802.7332195875384,341.26589133653533
1.75,802.7332195875384,252.8159903992926
2.25,802.7332195875384,187.29069216749025
2.75,802.7332195875384,138.74835732176746
3.25,802.7332195875384,102.78731119362297
3.75,802.7332195875384,76.14671298711778
4.25,802.7332195875384,56.41087242587807
4.75,802.7332195875384,41.79020213764236
5.25,802.7332195875384,30.95894318953754
5.75,802.7332195875384,22.934949207859592
6.25,802.7332195875384,16.990628263592114
6.75,802.7332195875384,12.586966998498816
7.25,802.7332195875384,9.3246544956074
7.75,802.7332195875384,6.907873951907655
8.25,802.7332195875384,5.117478889745812
8.75,802.7332195875384,3.7911216054777466
9.25,802.7332195875384,2.8085319621580425
9.75,802.7332195875384,2.080611650933655
10.25,802.7332195875384,1.5413550211743219
10.75,802.7332195875384,1.141863884225192
11.25,802.7332195875384,0.845913570972422
11.75,802.7332195875384,0.6266681864983078
12.25,802.7332195875384,0.46424721087951537
12.75,802.7332195875384,0.3439227927202129
13.25,802.7332195875384,0.25478427135487547
13.75,802.7332195875384,0.18874883056280667
14.25,802.7332195875384,0.13982857281329364
14.75,802.7332195875384,0.10358755451200814
15.25,802.7332195875384,0.07673954781835626
15.75,802.7332195875384,0.05685005527071436
16.25,802.7332195875384,0.0421155567913079
16.75,802.7332195875384,0.03119997184515659
17.25,802.7332195875384,0.023113507627648577
17.75,802.7332195875384,0.017122907594427923
18.25,802.7332195875384,0.012684961937001582
18.75,802.7332195875384,0.009397250931584823
19.25,802.7332195875384,0.006961654714436292
19.75,802.7332195875384,0.005157320658549183
20.25,802.7332195875384,0.0038206371137514683
20.75,802.7332195875384,0.0028303975884798995
21.25,802.7332195875384,0.0020968101053195033
21.75,802.7332195875384,0.0015533551313302414
22.25,802.7332195875384,0.0011507537844788846
22.75,802.7332195875384,0.0008524993710603999
23.25,802.7332195875384,0.0006315470672012497
23.75,802.7332195875384,0.00046786157460078674
24.25,802.7332195875384,0.00034660037922110197
24.75,802.7332195875384,0.0002567678762221853
0.25,727.2189774915907,563.330857081218
0.75,727.2189774915907,417.32576319801507
1.25,727.2189774915907,309.16252933699343
1.75,727.2189774915907,229.03323488489087
2.25,727.2189774915907,169.67199354440285
2.75,727.2189774915907,125.69610435708444
3.25,727.2189774915907,93.11796437643882
3.75,727.2189774915907,68.98348468285698
4.25,727.2189774915907,51.10422237917866
4.75,727.2189774915907,37.85893909226595
5.25,727.2189774915907,28.046591895229994
5.75,727.2189774915907,20.77742630401058
6.25,727.2189774915907,15.392295984882637
6.75,727.2189774915907,11.402893323727106
7.25,727.2189774915907,8.447471142706956
7.75,727.2189774915907,6.258040541200327
8.25,727.2189774915907,4.636070458686077
8.75,727.2189774915907,3.434485468158896
9.25,727.2189774915907,2.5443294134786907
9.75,727.2189774915907,1.8848855889214429
10.25,727.2189774915907,1.3963575881733952
10.75,727.2189774915907,1.0344471439060288
11.25,727.2189774915907,0.7663372925377494
11.75,727.2189774915907,0.5677166294998607
12.25,727.2189774915907,0.42057482331750895
12.75,727.2189774915907,0.3115694922736049
13.25,727.2189774915907,0.2308163568848383
13.75,727.2189774915907,0.17099296281166215
14.25,727.2189774915907,0.12667470245923085
14.75,727.2189774915907,0.09384292768123334
15.25,727.2189774915907,0.06952055070837436
15.75,727.2189774915907,0.051502090676591096
16.25,727.2189774915907,0.03815368717642068
16.75,727.2189774915907,0.028264946646482873
17.25,727.2189774915907,0.020939187482311113
17.75,727.2189774915907,0.01551213161316661
18.25,727.2189774915907,0.011491669740646726
18.75,727.2189774915907,0.00851323832992784
19.25,727.2189774915907,0.006306762071816549
19.75,727.2189774915907,0.0046721642563060765
20.25,727.2189774915907,0.0034612244110893866
20.75,727.2189774915907,0.002564138109603369
21.25,727.2189774915907,0.0018995602319385504
21.75,727.2189774915907,0.0014072288311024696
22.25,727.2189774915907,0.0010425007587493444
22.75,727.2189774915907,0.0007723035571560297
23.25,727.2189774915907,0.0005721365470384919
23.75,727.2189774915907,0.0004238491787640372
24.25,727.2189774915907,0.00031399519444938174
24.75,727.2189774915907,0.00023261336125460084
